company_name,location,location_type,sales,url,phone_number
Maithri Laboratories Private Limited,Telangana(India),Headquarters,71883695016,www.msnlabs.com,4030438600.0
Aurobindo Pharma Limited,Telangana(India),Headquarters,2156488488,www.aurobindo.com,4066725000.0
Dr.Reddy'S Laboratories Limited,Telangana(India),Headquarters,1837091536,www.drreddys.com,4049002135.0
Mylan Laboratories Limited,Telangana(India),Headquarters,1770625276,www.mylan.in,4023550543.0
Sun Pharmaceutical Industries Limited,Maharashtra(India),Headquarters,1735291177,www.sunpharma.com,2243242316.0
Lupin Limited,Maharashtra(India),Headquarters,1504776801,www.lupin.com,2266402222.0
Intas Pharmaceuticals Limited,Gujarat(India),Headquarters,1437065420,www.intaspharma.com,7961577000.0
Hetero Labs Limited,Telangana(India),Headquarters,1391429396,www.heteroworld.com,4023704923.0
Glenmark Pharmaceuticals Limited,Maharashtra(India),Headquarters,1028523754,www.glenmarkpharma.com,2240189999.0
Zydus Lifesciences Limited,Gujarat(India),Headquarters,1026562068,www.zyduscadila.com,7672257121.0
Serum Institute Of India Private Limited,Maharashtra(India),Headquarters,994026040,www.seruminstitute.com,2026137221.0
Alkem Laboratories Limited,Maharashtra(India),Headquarters,978438563,www.alkemlabs.com,2224903642.0
Macleods Pharmaceuticals Limited,Maharashtra(India),Headquarters,968476631,www.macleodspharma.com,2266762800.0
Sun Pharma Laboratories Limited,Maharashtra(India),Headquarters,927550117,www.sunpharma.com,2243244324.0
Divi'S Laboratories Limited,Telangana(India),Headquarters,923149402,www.divislabs.com,4023786300.0
Reckitt Benckiser (India) Private Limited,Haryana(India),Headquarters,913973471,www.reckitt.com,
Torrent Pharmaceuticals Limited,Gujarat(India),Headquarters,874207320,www.torrentpharma.com,7926599000.0
Abbott Healthcare Private Limited,Maharashtra(India),Headquarters,834124645,www.abbott.in,2250461000.0
Johnson & Johnson Private Limited,Maharashtra(India),Headquarters,768757184,www.jnj.in,9820116883.0
Mankind Pharma Limited,Delhi(India),Headquarters,757315048,www.mankindpharma.com,1146541111.0
Ipca Laboratories Limited,Maharashtra(India),Headquarters,698501726,www.ipcalabs.com,2262105000.0
Alembic Pharmaceuticals Limited,Gujarat(India),Headquarters,681209455,www.alembic-india.com,2652280550.0
Laurus Labs Limited,Telangana(India),Headquarters,647715429,www.lauruslabs.com,4039804333.0
Abbott India Limited,Maharashtra(India),Headquarters,594619724,www.abbott.co.in,2250169400.0
Micro Labs Limited,Karnataka(India),Headquarters,524995191,www.microlabsltd.com,8022370451.0
Usv Private Limited,Maharashtra(India),Headquarters,491325772,www.usvindia.com,2225564048.0
Msn Laboratories Private Limited,Telangana(India),Headquarters,489365507,www.msnlabs.com,4030438600.0
Gland Pharma Limited,Telangana(India),Headquarters,472593744,www.glandpharma.com,4030510999.0
Himalaya Wellness Company,Karnataka(India),Headquarters,457020000,www.himalayawellness.com,8067549999.0
Glaxosmithkline Pharmaceuticals Limited,Maharashtra(India),Headquarters,436226554,india-pharma.gsk.com,9769350111.0
Zydus Healthcare Limited,Gujarat(India),Headquarters,433928740,www.zyduscadila.com,7926868100.0
Emcure Pharmaceuticals Limited,Maharashtra(India),Headquarters,431679240,www.emcure.com,2030610000.0
Granules India Limited,Telangana(India),Headquarters,427095650,www.granulesindia.com,4030660000.0
Piramal Pharma Limited,Maharashtra(India),Headquarters,400281490,www.piramal.com,2238023083.0
Sanofi India Limited,Maharashtra(India),Headquarters,386348280,www.sanofi.in,2228032000.0
Ajanta Pharma Limited,Maharashtra(India),Headquarters,369132764,www.ajantapharma.com,2266061000.0
Aristo Pharmaceuticals Private Limited,Maharashtra(India),Headquarters,363870949,www.aristopharma.co.in,2226739999.0
Cadila Pharmaceuticals Limited,Gujarat(India),Headquarters,318126984,www.cadilapharma.com,2718225001.0
Shriram Enterprises,Maharashtra(India),Headquarters,309631050,www.shrirampune.com,9822086700.0
Pfizer Limited,Maharashtra(India),Headquarters,308992877,www.pfizerindia.com,2226525983.0
Honour Lab Limited,Telangana(India),Headquarters,300830572,www.honourlab.com,4023710405.0
Syngene International Limited,Karnataka(India),Headquarters,287702968,www.syngeneintl.com,8067755000.0
Himalaya Drug Company Private Limited,Karnataka(India),Headquarters,267964692,www.himalayawellness.com,8067549999.0
Aarti Drugs Limited,Maharashtra(India),Headquarters,264331457,www.aartidrugs.co.in,2267976602.0
Iol Chemicals And Pharmaceuticals Limited,Punjab(India),Headquarters,259759317,www.iolcp.com,1612225531.0
Biocon Biologics Limited,Karnataka(India),Headquarters,258700764,www.biocon.com,8028082808.0
Glenmark Life Sciences Limited,Maharashtra(India),Headquarters,256946966,www.glenmarklifesciences.com,2240189999.0
J B Chemicals And Pharmaceuticals Limited,Maharashtra(India),Headquarters,255246658,www.jbcpl.com,2224395200.0
Biocon Limited,Karnataka(India),Headquarters,251619312,www.biocon.com,8028082808.0
Piramal Enterprises Limited,Maharashtra(India),Headquarters,251558574,www.piramal.com,2238024000.0
Strides Pharma Science Limited,Karnataka(India),Headquarters,247837016,www.strides.com,8067840290.0
Sanofi Healthcare India Private Limited,Maharashtra(India),Headquarters,239818272,www.shanthabiotech.com,4023234136.0
Hikal Limited,Maharashtra(India),Headquarters,235648084,www.hikal.com,2230973100.0
Hll Lifecare Limited,Kerala(India),Headquarters,232874555,www.lifecarehll.com,4712357181.0
Sandoz Private Limited,Maharashtra(India),Headquarters,228881363,www.sandoz.com,2227794270.0
Natco Pharma Limited,Telangana(India),Headquarters,223307308,www.natcopharma.co.in,4023547532.0
Msn Pharmachem Private Limited,Telangana(India),Headquarters,219926363,www.msnlabs.com,4030438600.0
Solara Active Pharma Sciences Limited,Tamil Nadu(India),Headquarters,217509628,www.solara.co.in,4443446700.0
Nectar Life Sciences Limited,Chandigarh(India),Headquarters,212833385,www.neclife.com,1722748250.0
Covalent Laboratories Private Limited,Telangana(India),Headquarters,212507755,www.covalentlab.com,4049483211.0
Centrient Pharmaceuticals India Private Limited,Haryana(India),Headquarters,211402600,www.centrient.com,1881509690.0
Glaxosmithkline Asia Private Limited,Haryana(India),Headquarters,200751603,india-pharma.gsk.com,1244336500.0
Jubilant Generics Limited,Uttar Pradesh(India),Headquarters,195673909,www.jubilantgenerics.com,1204361000.0
Ace Laboratories Limited,Delhi(India),Headquarters,195452000,,
Amneal Pharmaceuticals Private Limited,Gujarat(India),Headquarters,192700762,www.amneal.com,7967778300.0
Biological E. Limited,Telangana(India),Headquarters,190357160,www.biologicale.com,4071216000.0
Kudos Chemie Limited,Punjab(India),Headquarters,188395969,www.kudoschemie.com,
Reliance Life Sciences Private Limited,Maharashtra(India),Headquarters,183239818,www.rellife.com,2235338000.0
Pfizer Healthcare India Private Limited,Tamil Nadu(India),Headquarters,182984444,www.pfizerhealth.co.in,
Fdc Limited,Maharashtra(India),Headquarters,181277607,www.fdcindia.com,2226739100.0
Msn Life Sciences Private Limited,Telangana(India),Headquarters,179593712,www.msnlabs.com,4030438600.0
Indoco Remedies Limited,Maharashtra(India),Headquarters,168049896,www.indoco.com,2226541851.0
Teva Api India Private Limited,Uttar Pradesh(India),Headquarters,165051391,www.teva-api.com,1204073218.0
Mylan Pharmaceuticals Private Limited,Karnataka(India),Headquarters,155421169,www.mylan.com,8066728000.0
Vasudha Pharma Chem Limited,Telangana(India),Headquarters,154273504,www.vasudhapharma.com,4044763666.0
Merck Life Science Private Limited,Maharashtra(India),Headquarters,152209607,www.emdgroup.com,2262109000.0
Morepen Laboratories Limited,Delhi(India),Headquarters,152081760,www.morepen.com,1123738690.0
Eris Lifesciences Limited,Gujarat(India),Headquarters,150276556,www.eris.co.in,9904406935.0
Unichem Laboratories Limited,Maharashtra(India),Headquarters,148876140,www.unichemlabs.com,2266888333.0
Twilight Litaka Pharma Limited,Maharashtra(India),Headquarters,148227862,www.twilightlitaka.com,
Bharat Biotech International Limited,Telangana(India),Headquarters,142584244,www.bharatbiotech.com,4027784084.0
Medreich Limited,Karnataka(India),Headquarters,140738237,www.medreich.com,8040487392.0
Metrochem Api Private Limited,Telangana(India),Headquarters,139268556,www.metroapi.com,4069069999.0
Suven Pharmaceuticals Limited,Telangana(India),Headquarters,137413823,www.suvenpharm.com,4023541142.0
Procter & Gamble Health Limited,Maharashtra(India),Headquarters,135906664,www.pghealthindia.com,2262109000.0
Wockhardt Limited,Maharashtra(India),Headquarters,135030728,www.wockhardt.in,2226534444.0
Reckitt Benckiser (India) Limited,West Bengal(India),Headquarters,133358436,www.reckitt.com,3344000333.0
Sami-Sabinsa Group Limited,Karnataka(India),Headquarters,131834798,www.sami-sabinsagroup.com,8028397975.0
Baxter Pharmaceuticals India Private Limited,Gujarat(India),Headquarters,130737063,www.baxter.in,7926563331.0
Neuland Laboratories Limited,Telangana(India),Headquarters,126745112,www.neulandlabs.com,4067611700.0
Laborate Pharmaceuticals India Limited,Delhi(India),Headquarters,124649228,www.laborate.com,1802650426.0
Pure And Cure Healthcare Private Limited,Delhi(India),Headquarters,124564121,www.akums.in,1147511000.0
Indian Immunologicals Limited,Telangana(India),Headquarters,124199415,www.indimmune.com,8466924444.0
Arvind Remedies Limited,Tamil Nadu(India),Headquarters,122959253,www.arvindremedies.com,
Ind Swift Laboratories Limited,Chandigarh(India),Headquarters,118242082,www.indswiftlabs.com,1722730503.0
Franco-Indian Pharmaceuticals Private Limited,Maharashtra(India),Headquarters,116796069,www.francoindian.com,2224964931.0
Par Formulations Private Limited,Tamil Nadu(India),Headquarters,114426740,www.parpharm.com,4467480100.0
Transasia Bio-Medicals Limited,Maharashtra(India),Headquarters,112649548,www.transasia.co.in,2240309000.0
Astrazeneca Pharma India Limited,Karnataka(India),Headquarters,112303822,www.astrazeneca.in,8067748517.0
